Movie,Genre1,Genre2,Genre3,0,0.02,0.04,0.06,0.08,0.1,0.12,0.14,0.16,0.18,0.2,0.22,0.24,0.26,0.28,0.3,0.32,0.34,0.36,0.38,0.4,0.42,0.44,0.46,0.48,0.5,0.52,0.54,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7,0.72,0.74,0.76,0.78,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98
12YearsASlave,Drama,NaN,NaN,1.904285289,0.05238592,1.212994086,0.058728042,2.018443469,0.166544101,0.864177425,-0.06177226,-0.404246801,0.870519546,-0.524747102,-0.867221643,-0.518404981,-1.330196485,1.098835906,1.333494388,1.098835906,-0.753063462,-1.209696183,1.79646923,1.675968929,-0.753063462,0.287044402,-0.17593044,-0.981379823,-1.101880124,-0.404246801,-0.404246801,-0.404246801,0.984677726,-1.095538003,-0.29008862,-0.632563161,-0.404246801,-0.638905282,0.058728042,-0.518404981,0.756361365,-1.095538003,-0.29008862,-0.518404981,-0.518404981,2.02478559,0.635861064,-0.404246801,1.675968929,-0.055430139,-1.558512845,-1.095538003,-1.564854966
500DaysOfSummer,Romance,Drama,Comedy,-1.24032452,-1.693868898,-0.63878145,1.643262893,-0.934778834,0.430628451,-0.022915926,-0.027690078,1.342491359,0.583401295,-0.629233147,1.189718515,-0.17568877,2.249580114,-1.388323211,0.430628451,0.583401295,0.583401295,-0.782005991,-0.629233147,-1.994640432,-1.388323211,0.277855608,-0.328461613,0.430628451,0.129856917,-1.235550368,-0.481234456,0.430628451,-0.328461613,-0.476460304,1.49049005,0.277855608,2.249580114,-0.17568877,-0.476460304,1.49049005,-0.782005991,-0.782005991,0.583401295,-0.634007299,-0.629233147,2.101581423,-0.328461613,0.884172829,-1.082777525,0.277855608,-0.481234456,0.129856917,-0.022915926
AboutTime,Romance,Drama,Fantasy,-2.269656162,1.883280821,-0.024678448,0.154702338,1.361445807,-1.405366921,0.149266557,0.497156566,-1.75325693,0.154702338,1.01899158,1.01899158,-0.54107768,-1.75325693,0.323211562,0.839610794,-0.715022684,0.323211562,-0.715022684,0.845046575,-0.704151121,-0.356261112,1.557133937,-0.530206117,0.687408915,1.035298924,0.51346391,0.339518906,1.029863142,-0.356261112,1.383188933,-2.090275376,-0.704151121,0.165573901,-0.008371103,-0.008371103,-1.046605349,-1.225986135,-0.187751889,0.687408915,-0.356261112,-0.530206117,-0.356261112,-0.704151121,-0.704151121,2.247478174,1.377753151,-0.008371103,-0.356261112,-0.182316108
AliceInWonderLand,Adventure,Fantasy,NaN,1.45531239,0.800387345,2.322800828,0.1454623,0.582078997,0.587823953,1.018695693,-1.158642835,-2.026131272,-0.503717789,-1.152897878,-1.371206227,-0.072846049,-0.722026138,-0.722026138,-0.285409441,-0.285409441,-0.285409441,0.1454623,-0.285409441,0.582078997,1.237004042,-1.371206227,1.018695693,-1.371206227,-1.589514575,-0.716281181,-0.067101092,0.151207256,0.363770648,1.685110652,-0.061356136,1.685110652,2.121727349,-0.93458953,-0.061356136,0.375260561,1.030185607,-0.279664484,-0.716281181,-0.93458953,-0.061356136,-0.497972833,-0.279664484,-0.93458953,1.248493955,1.030185607,0.59356891,-0.716281181,-0.716281181
Amelie,Comedy,Romance,NaN,-0.093803506,1.12356594,-1.112996531,0.708339152,-1.112996531,0.510162731,0.104372915,1.321742362,-1.518786347,1.321742362,-0.310853873,0.311986309,-1.528223319,0.302549337,-0.905383137,0.915952546,-1.112996531,1.12356594,-0.3014169,0.717776125,-1.320609925,0.104372915,0.104372915,0.302549337,-0.707206716,1.12356594,0.311986309,0.915952546,0.717776125,0.302549337,-1.528223319,-2.537979372,0.510162731,1.935145571,0.302549337,-1.320609925,-0.707206716,-0.3014169,-0.707206716,-0.093803506,-0.905383137,0.519599703,1.73696915,-0.697769743,0.321423282,1.73696915,0.925389519,-1.320609925,-0.291979928,0.104372915
AmericanBeauty,Drama,NaN,NaN,-1.481964141,0.167566146,0.466985835,-0.883124763,0.466985835,-1.334976293,-0.284285385,1.365244902,1.21281306,0.466985835,-1.329532299,-0.872236774,0.026022293,0.630305665,1.534008726,-0.425829238,-0.725248927,0.178454135,-0.578261079,-0.877680768,-1.177100457,0.929725354,-0.572817085,0.026022293,1.229145043,1.680996574,0.330885976,-0.126409549,-1.177100457,-0.27884139,-0.425829238,-0.27884139,-1.177100457,0.026022293,-0.877680768,2.12740411,0.630305665,0.026022293,-0.27884139,0.17301014,-1.78138383,-0.572817085,0.026022293,1.229145043,0.026022293,0.026022293,2.737131477,1.381576885,-1.628951988,0.026022293
AQuietPlace,Horror,Drama,SciFi,-1.604893305,-0.966341592,0.736462976,2.456295589,0.097911263,0.532126427,-0.106425285,-0.54064045,0.106425285,-1.392042734,-1.817743876,-0.114939308,2.022080424,-0.966341592,-0.966341592,1.809229853,-0.54064045,-0.327789879,1.604893305,0.957827569,0.532126427,-0.966341592,-0.753491021,0.744976998,0.957827569,0.106425285,1.596379282,1.392042734,-0.106425285,-0.966341592,0.744976998,-0.54064045,0.097911263,0.106425285,-0.327789879,-0.753491021,1.809229853,0.957827569,-0.327789879,-0.966341592,0.106425285,-0.966341592,-0.327789879,-0.327789879,-0.753491021,0.106425285,-1.392042734,-0.327789879,-0.753491021,0.319275856
Arrival,Drama,SciFi,NaN,0.108143728,0.108143728,0.941382285,0.728640526,-0.308475551,-0.937836589,-0.308475551,-0.104598032,-1.974952665,-1.345591627,-0.72509483,-0.72509483,-0.095733792,0.108143728,0.941382285,-0.104598032,0.312021247,0.941382285,-0.72509483,0.108143728,-0.308475551,1.561879083,-0.095733792,-0.308475551,0.524763006,1.358001563,0.941382285,-0.308475551,-1.141714108,-0.104598032,1.561879083,-0.72509483,-0.52121731,0.320885487,-1.771075146,-1.762210906,-0.095733792,-0.095733792,-0.308475551,0.320885487,0.524763006,-0.72509483,-0.928972349,-0.308475551,1.358001563,-0.937836589,2.40398188,-1.141714108,2.820601158,0.950246525
Avatar,Action,Adventure,Fantasy,-0.349037837,-0.990403303,-1.884939347,-0.990403303,1.068717402,1.575058559,-0.214013529,-0.728793705,1.186863672,1.060278382,0.039157049,-0.475623127,-0.855378994,2.866228508,-0.855378994,-0.855378994,0.300766647,0.815546823,-1.623329749,-1.243573881,-0.475623127,0.688961534,-0.475623127,-1.116988592,0.047596069,0.427351936,0.942132112,1.32188798,1.068717402,-0.475623127,0.300766647,1.32188798,0.174181358,0.815546823,0.815546823,0.680522515,0.807107804,0.165742339,1.068717402,-0.475623127,1.32188798,-0.214013529,-1.243573881,-1.108549573,-0.340598818,0.047596069,-1.37015917,-1.108549573,-0.981964283,-0.475623127
