CogCluster,Movie,Genre1,Genre2,Genre3,0,0.02,0.04,0.06,0.08,0.1,0.12,0.14,0.16,0.18,0.2,0.22,0.24,0.26,0.28,0.3,0.32,0.34,0.36,0.38,0.4,0.42,0.44,0.46,0.48,0.5,0.52,0.54,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7,0.72,0.74,0.76,0.78,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98
2,12YearsASlave,Drama,NaN,NaN,1.096446178,-0.194630458,-0.765532499,0.284613,1.334758498,-0.239150342,0.614583904,0.905272559,-0.034882639,0.3474646,2.164923394,-0.370091177,-0.176298741,0.970742976,0.014874879,-0.36747236,-3.617423891,0.541257037,-0.417229877,0.441742002,0.444360819,0.779569357,1.732818637,0.588395737,0.638153255,-1.085028137,-1.755445214,-1.323340457,-1.373097975,0.012256062,0.10915228,0.302944716,-0.126541223,-1.085028137,1.017881677,0.111771097,0.206048498,-1.517132894,-0.702680898,1.017881677,0.206048498,1.065020378,0.632915621,-0.464368578,-1.752826397,-0.173679924,0.491499519,-0.36747236,-0.464368578,0.3003259
1,500DaysOfSummer,Romance,Drama,Comedy,-1.117059308,-0.872982256,-0.389913091,-2.141674433,-0.201770363,0.360115351,-0.768741015,-0.606022981,0.360115351,0.522833385,0.441474368,0.845726985,-1.010275598,-0.367030867,0.36265782,0.604192403,0.520290916,-2.139131964,-0.122953815,0.281298803,-0.201770363,0.525375855,1.491514186,-0.850100033,-0.28312938,-0.122953815,0.034679281,-0.28312938,0.848269455,1.814407786,-0.684839529,0.924543534,-0.527206432,-0.768741015,1.33133862,-0.606022981,-0.364488398,-0.684839529,-1.012818067,0.843184516,1.974583351,-1.333169198,-2.220490981,1.651689751,1.168620586,-0.044137267,0.199939785,1.00844502,-0.204312832,1.814407786
1,AboutTime,Romance,Drama,Fantasy,0.325828426,0.063899696,3.452602633,0.675066732,1.632743648,-1.237558678,-1.062939525,1.545434072,-0.891048796,-0.888320372,-0.45177249,-0.978358373,-1.065667949,-0.020681456,-1.150249101,-0.020681456,-0.54181049,0.84695746,0.762376308,-0.279881761,0.705079398,-0.948345706,0.527731821,-0.255325943,0.268531516,-0.427216671,-0.861036129,-0.429945096,-0.165287942,0.879698551,0.705079398,-0.514526248,-1.297584012,-2.086098624,-0.342635519,0.969736552,2.102032622,0.795117399,-0.511797824,1.226208433,0.093912363,-0.601835824,-0.342635519,0.879698551,0.355841093,-0.601835824,0.792388975,-0.252597518,-0.427216671,-0.95107413
1,AliceInWonderLand,Adventure,Fantasy,NaN,-0.11918105,0.068895358,0.068895358,2.318388181,0.821200988,-1.057088399,-0.495333865,0.445048173,0.34853528,-0.774973787,1.754158958,-1.992521058,-0.027617536,-0.304782768,-0.025142846,0.630649891,1.192404425,-0.401295661,1.942235366,-1.057088399,-0.210744564,0.628175202,0.722213405,-0.307257458,-0.022668157,2.880142715,-0.680935583,-0.307257458,0.818726299,-0.680935583,-0.47058697,0.566307962,0.002078739,-0.938303299,-1.502532522,-1.972723541,-0.562150484,0.378231555,1.130537185,0.942460778,-0.562150484,0.190155147,-0.938303299,0.942460778,-1.2228926,-0.940777989,-0.564625173,0.096116943,0.002078739,-0.750226891
1,Amelie,Comedy,Romance,NaN,1.112488906,-1.443966365,-1.752751693,-0.747404114,0.408745601,-0.521200909,0.412336128,-0.284226123,-0.05443239,1.496675302,-2.136938089,0.491327724,1.572076371,0.645720388,-1.677350624,0.33693506,0.724711983,0.721121456,0.800113051,0.803703579,2.114245958,-0.280635596,1.575666898,0.182542396,0.721121456,-1.135181037,-1.135181037,-1.135181037,-0.672003046,-0.438618786,0.566728792,0.254352937,0.642129861,0.257943464,-1.598359029,-0.438618786,-1.52295796,0.178951869,-0.59301145,-1.038236807,1.367416328,-0.029298701,-0.180100838,-0.417075624,-0.646869356,-0.187281892,1.521808992,-0.571468288,0.825246741,0.904238336
2,AmericanBeauty,Drama,NaN,NaN,-1.908514146,-1.44641235,0.317669687,0.965286802,0.877588651,-0.333320434,-0.613279916,-0.984310555,-1.351968188,1.343063452,0.16251142,-1.328357147,0.439097896,0.722430384,-0.862882346,-0.771811189,-0.394034538,0.068067257,0.813501541,0.068067257,0.071440263,1.464491661,-0.957326508,-0.768438183,0.16251142,0.068067257,-1.139468822,0.16251142,-0.299590376,1.002389866,0.627986221,0.907945703,-1.42280131,-0.488478701,0.253582577,2.118854788,1.002389866,0.253582577,-0.114075056,0.719057378,0.722430384,0.442470902,-1.797204954,1.933339469,0.99901686,-0.211892225,-0.957326508,-0.953953502,-1.42280131,1.838895306
2,AQuietPlace,Horror,Drama,SciFi,0.204145198,-0.933365192,-1.085033244,-1.133567021,0.534781551,-0.454094148,-0.144691322,-1.819106616,0.461980886,-1.36410246,-0.220525348,-0.830230917,-2.580480237,1.371989199,0.913951682,0.613648939,0.155611421,0.310312834,-0.681596226,-1.515770512,0.158644782,0.689482965,-0.299392735,1.296155173,0.079777395,0.383113499,1.981694768,-0.375226761,-1.060766356,0.916985043,0.458947525,-0.378260122,0.916985043,-0.223558709,0.613648939,1.220321147,-1.819106616,0.383113499,-0.296359374,-0.071890657,0.765316991,-1.133567021,0.00697673,0.765316991,0.992819069,1.826993355,1.296155173,-0.071890657,-1.515770512,0.689482965
2,Arrival,Drama,SciFi,NaN,-0.863699672,0.186135835,0.312116096,0.556202852,-1.480478033,-0.430642525,-1.233766689,0.249125966,0.616568394,0.062780163,-0.67735387,-0.183931181,1.976105376,-0.614363739,-0.063200098,0.802914196,0.553578263,-0.367652395,1.482682687,-0.553998197,-0.060575509,-0.244296723,1.419692557,1.112615671,0.002414622,1.359327015,0.249125966,-1.91353518,1.976105376,-0.987055344,-1.050045475,-0.619612917,-1.296756819,0.619192982,2.15982659,-2.036890852,0.372481638,0.43284718,-0.307286853,0.98663541,0.246501377,1.04962554,0.249125966,-0.926689803,-0.491008067,0.309491508,-0.12094105,-2.099880982,0.123145705,-0.842702962
1,Avatar,Action,Adventure,Fantasy,-0.444624979,-0.930946007,0.221076756,0.221076756,-0.145657134,0.886778491,-1.656441311,0.882792253,1.070145435,-1.289707421,0.241007945,1.572411415,0.727328973,0.966503249,1.819558167,-1.094381762,-0.608060734,-0.608060734,1.030283056,0.79110878,-0.36490022,-0.787441441,-1.154175331,1.086090387,0.480182221,-1.401322083,0.484168459,0.663549166,-0.241326844,0.53997579,0.181214376,-1.520909221,1.090076625,0.846916111,0.543962028,0.360595083,-1.094381762,-2.06303758,-0.061946137,0.543962028,-0.24929932,-0.125725944,-2.668945746,1.452824277,0.057641001,-0.121739706,-0.368886458,-0.544280927,1.572411415,-0.787441441
1,BackToTheFuture,Adventure,Comedy,SciFi,-1.730993126,-0.627801115,-0.899356072,1.120333918,-0.352003112,0.297182956,0.199592893,0.848778961,-0.356246159,0.297182956,-0.436864036,1.213680934,-0.067719017,-0.347760066,-1.540056047,-0.538697145,-1.268501091,-0.161066034,-1.540056047,-1.175154075,-1.446709031,-0.899356072,-0.071962063,0.475390896,-0.258656096,-1.544299094,2.316872945,-0.627801115,0.657841882,0.751188899,0.840292869,0.110488923,1.120333918,0.572980958,0.657841882,0.199592893,0.106245877,1.124576964,-0.436864036,1.209437888,-0.691446808,0.04684323,-0.598099792,0.691786252,-1.429736846,-1.243042814,2.346574268,1.794978263,0.598439236,0.691786252
2,BeforeSunrise,Romance,Drama,NaN,-0.817901879,-1.085506933,-0.548357659,0.318450013,1.522672753,-1.151438613,-0.951704406,-0.817901879,0.052784127,-0.817901879,2.660963813,0.05084496,-0.817901879,-0.348623453,0.184647487,0.38632086,-0.35056262,0.653925914,0.05084496,0.85366012,0.78772844,-0.484365146,-0.817901879,-1.019575253,0.252518334,0.384381693,-0.815962712,1.858148653,-2.355661352,-0.150828413,-0.482425979,0.318450013,0.454191707,1.454801906,1.2550677,-0.618167673,-0.28463094,-0.081018399,-1.287180306,0.118715807,0.51818422,0.318450013,0.520123387,3.128303073,-0.148889246,0.38632086,-1.263910302,-0.527026822,-0.457216808,0.012061619
1,BigFish,Adventure,Drama,Fantasy,-0.023842161,-0.023842161,1.870128336,-0.24251287,-1.046656769,-0.679854289,0.847313729,-1.043129822,1.069511385,0.773247843,-1.406405355,0.77677479,-0.0943811,0.706235852,-0.440021898,-1.240638849,-0.729231546,2.33568533,2.042948735,1.827804973,-1.018441193,0.364122,-1.244165796,-0.658692607,0.071385406,-1.38877062,0.364122,-0.732758493,-1.240638849,0.508726824,-2.044782748,-0.877363316,0.875529304,0.290056115,-0.362429066,0.586319656,0.145451291,-0.440021898,-0.073219418,-0.00268048,2.332158383,0.582792709,0.586319656,-0.291890127,-0.436494951,-1.096034026,0.434660939,-0.291890127,0.071385406,-0.291890127
1,BlackHawkDown,War,Action,Drama,-2.272250363,-1.431948109,0.003872697,-0.416278429,-0.500308655,-0.924113269,-0.248217979,1.468921409,1.889072535,0.113477339,0.537281954,-0.138613337,1.640635347,-0.222643562,0.621312179,0.285191278,0.78937263,-0.054583112,0.201161052,0.877056343,1.384891183,-0.562417952,0.033100602,-0.730478402,0.201161052,0.029447114,-0.054583112,-0.306673788,-0.390704013,1.041463306,2.144816699,0.201161052,-0.902192341,-1.238313242,-0.730478402,-1.238313242,-0.138613337,-0.22629705,0.197507564,0.025793626,-0.982569078,1.045116794,-2.50242011,0.793026118,-1.917862021,0.621312179,-0.562417952,0.369221503,1.640635347,0.537281954
