CogCluster,ReleaseYear,AgeType,MovieAge,TencentScores,imdbVotes,imdbScore,Movie,Genre1,Genre2,Genre3,0,0.02,0.04,0.06,0.08,0.1,0.12,0.14,0.16,0.18,0.2,0.22,0.24,0.26,0.28,0.3,0.32,0.34,0.36,0.38,0.4,0.42,0.44,0.46,0.48,0.5,0.52,0.54,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7,0.72,0.74,0.76,0.78,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98
2,2008,2,14,8.0,239997,6.8,21,Crime,Drama,NaN,0.716348982,-1.269312322,-0.434015126,-0.087877175,0.225871055,-0.868800131,3.177234188,3.515816734,0.057264882,-0.07426972,1.267106087,1.730288861,2.253381857,1.246584582,-0.771676433,-0.214799595,1.711369977,1.03818105,1.082360705,2.458836348,0.389551213,1.618643277,0.711960443,0.498706334,0.765795708,0.616297887,2.704487621,1.214396505,-0.446400965,0.791854713,0.589022514,0.810110969,0.349922501,1.462811584,2.492562684,1.341919907,2.095152897,1.098266372,1.021080172,0.608414764,0.945795208,1.054109843,0.564822352,0.860904093,-0.125432091,0.785254357,0.269006962,0.045662243,0.693273947,1.222579587
2,2006,2,16,8.6,762382,7.6,300,Action,Drama,NaN,-0.71142266,0.374762834,0.57091796,0.177555667,-0.471958543,0.619731985,0.562385137,-0.386931999,-0.336726436,-0.383249763,-0.077389283,-0.183944488,0.306834223,-1.069200123,-0.965974965,-0.601897044,-0.978891056,-0.358172568,0.678342228,1.476004703,0.071184377,-0.437692179,-0.211147016,-0.040627168,-0.419663396,-0.378015532,-0.694660025,-0.150437976,0.03452746,-0.515630384,-0.562766201,-0.577142312,0.064086028,-0.027458483,-0.033037109,-0.74961489,-0.196393089,-0.53648517,-0.889444437,-0.573201359,-0.21253238,-0.350241558,0.028929865,-0.062958408,0.381910267,-0.315145311,-0.479468321,-0.461274613,-0.081288776,-0.277992814
2,2019,1,3,7.4,510513,8.3,1917,War,Action,Drama,-2.229046271,-1.093950706,-0.671334023,-1.102037988,-0.105221768,0.121437095,-0.473768648,-1.086251195,-0.018695292,-0.64680998,-0.383692967,-0.548847556,-0.23519017,0.104706881,-0.500923866,-1.267661934,-0.944965424,-0.561923843,0.194463747,0.533471932,0.490782997,0.216150005,0.400246284,-0.46206246,-0.576324607,-0.233735766,-0.714505818,-0.309699522,0.02813733,-1.596685822,-0.768585644,-0.765794723,-0.17218995,0.29145157,0.638729643,0.13193519,0.112836494,0.403193805,0.620194424,-1.054397328,-0.215336721,-0.289535819,-0.066078345,-1.418096287,-1.810408828,-1.565152269,-1.240522786,-0.54280641,-0.515170324,-1.354367772
2,1995,3,27,8.6,598903,8.0,12Monkeys,Thriller,Mystery,SciFi,-0.282170193,-1.07327348,-0.438330072,-1.040058918,0.109721027,-0.482472229,-0.074340041,0.210383761,0.224485207,1.035382984,0.464880189,0.51279476,0.705315156,0.850910204,1.87558168,1.262946959,1.502570227,0.349185196,1.128634644,1.175062113,1.677351928,0.459543553,1.589409497,1.161452913,1.257241119,1.376782214,-0.446948423,1.079091316,0.137885316,0.889885388,1.355380968,0.753989899,1.007619317,0.504413672,0.13802503,1.704968945,0.292302073,2.802251818,0.788045339,-0.837091251,1.259544919,-0.941504981,0.071873037,1.535881228,1.912791749,-0.789043297,0.081883167,1.613100622,1.301202168,0.979137379
2,2013,1,9,8.6,669518,8.1,12YearsASlave,Drama,NaN,NaN,0.048117705,0.478819267,1.073008545,-0.001266857,1.159195956,0.970531876,0.746421069,1.825401197,0.423482791,1.591682914,-0.111392811,1.043609361,0.393564123,1.242192686,1.678527236,1.463105464,1.422469633,0.561031755,0.739573758,0.863002745,0.511822564,-1.543665101,-1.146749766,1.442236689,-0.345479522,0.455662419,-0.711570768,0.215908584,0.635550274,0.243603678,-0.104065582,-0.25953276,-0.623356096,0.163416263,0.785612412,0.254135206,0.541572279,-0.909497246,-1.105288498,-0.108174138,0.652609172,0.12083554,0.528834186,0.219547127,-0.7007086,-0.700540684,0.21973087,-0.3264703,-0.224296808,-0.737726552
2,1968,6,54,9.0,635103,8.3,2001ASpaceOdyssey,Adventure,SciFi,NaN,-1.34677908,-0.703199432,0.494640452,0.295681585,1.020327372,0.340335322,0.102514608,-0.146532891,0.023170663,-0.177440074,-0.605748994,0.032438478,-0.006743276,0.730154001,0.420021229,0.200654439,-0.038951921,-0.313924647,0.204225519,0.39553537,0.552779504,0.942878479,0.031727438,1.021938391,0.113717725,0.081429674,0.060563657,-0.330583481,0.131641417,0.323037996,0.259572324,0.969381412,0.193752658,1.319710494,1.413445774,0.842156995,1.213645559,-0.490174465,-0.154287702,0.47146155,-1.110576708,-0.59195056,-0.008144655,-0.525844914,-0.088376145,0.135209502,-0.066263468,0.377621336,0.489046457,-0.006377627
2,2009,2,13,9.4,371670,8.4,3Idiots,Comedy,Drama,NaN,-0.655671026,0.028447713,-0.215934085,-0.689875472,-0.627362601,-0.205464846,1.067132686,0.609409629,-0.381672468,-0.355099118,0.544903201,0.003269141,0.69053986,-0.018261815,-1.816873971,-0.010783392,-0.069092916,-0.205720828,1.037072446,1.07310494,1.108937214,-0.219108355,-0.838459033,-0.758238179,-0.062749235,-0.519832438,-0.809040911,-0.792354806,-0.315439349,-0.141864872,-1.587555521,-1.517040534,-0.101608408,0.267692312,-0.80841344,0.233142939,-0.5114074,-0.942229726,-1.088744913,-1.550486192,-1.238091231,-0.09905895,-0.825371677,-0.908812027,-0.415183782,-0.828131017,-0.904223656,-0.941895013,-0.49881529,-1.342502215
2,2009,2,13,8.6,491513,7.7,500DaysOfSummer,Romance,Drama,Comedy,1.483339338,0.619966892,0.090692264,-0.235266564,-1.677002937,0.91784168,1.774208692,1.393202432,0.801732329,2.790633101,1.77491072,1.185676534,0.420820274,0.023766717,-0.222898755,1.071904372,1.920656835,-1.474456644,0.728251693,1.229774095,0.57729144,0.207543856,-0.131704024,1.621870534,2.93039848,2.862985707,2.703532074,2.09871195,-0.953534934,-0.761759009,0.719675266,1.371458504,2.007684356,1.716801655,0.712246051,2.479512087,1.847250399,0.677256395,-0.152842387,1.315774267,1.475721499,3.060776877,1.962102062,1.880116659,1.818460087,2.941605166,2.316110718,1.048696942,0.676558357,2.041005263
1,2013,1,9,9.0,326218,7.8,AboutTime,Romance,Drama,Fantasy,1.723947133,0.390776323,0.255477641,0.396834065,0.06594849,0.917106121,1.535941087,-0.357697579,-0.163353487,-0.616787494,-0.108649221,-0.411967646,1.460995244,2.460360567,-0.156662307,-1.147490315,0.734730606,-1.055605997,-0.464454784,-0.142482836,-0.761881248,-0.325527504,-1.192469681,0.317037986,0.189024857,1.257195095,-0.758844935,-0.793501734,-0.350450853,-1.201443796,1.040674258,0.567494263,1.843648517,0.929261304,1.77393765,2.724480122,3.456458575,0.794560135,-0.771112623,-0.306482963,0.683654352,1.398473737,1.432269364,0.706193646,1.713130161,1.49408207,0.185905166,-0.677413525,-0.726495002,-0.627645961
2,2010,2,12,8.4,398612,6.4,AliceInWonderLand,Adventure,Fantasy,NaN,1.171713778,1.141370963,0.591054374,0.22094329,0.15454902,0.174569655,0.797754916,0.632158968,-0.651132778,-1.844116221,-1.20795014,-1.149053001,-0.532686131,0.288672426,0.488860482,0.028146565,0.000465613,-0.88539083,-0.352469552,-0.489244877,-1.269508768,-1.303754625,-0.795127456,-0.02982125,-0.825985375,0.630955207,1.000726386,-1.012785197,-0.953853439,-0.85912285,-0.943177357,-0.430771668,0.262263637,-0.622620206,0.364804152,0.987309483,0.938348562,-0.033992766,-0.448600586,-0.145697225,-0.764958462,-0.301612631,0.081006604,0.11819638,1.69550525,-0.511816538,-1.731819251,-1.713606581,-0.537296934,-0.907907486
